Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (USD),Impressions,Impressions click-through rate (%)
4dd033d8b81,GoodChannel Video 0243,"Nov 13, 2018",11.3,50564,5962.4715,475,50.24,688338,7.08
c04fa0d3a41,GoodChannel Video 0244,"Dec 21, 2018",13.9,80865,10855.8281,490,159.56,984786,8.38
aa011087931,GoodChannel Video 0245,"Dec 06, 2018",11.8,37925,3927.533,257,102.05,559817,6.12
6f4519fba73,GoodChannel Video 0246,"Dec 09, 2018",16.9,35688,6153.5772,176,149.63,450781,8.21
80b506fef78,GoodChannel Video 0247,"Dec 20, 2018",10.3,43172,5195.7319,251,51.81,451313,7.95
e51d0de8173,GoodChannel Video 0248,"Dec 03, 2018",15.5,16962,2714.1405,156,39.75,171076,10.7
3a49ea2cde0,GoodChannel Video 0249,"Dec 22, 2018",10.4,46829,4565.563,293,100.08,561288,8.36
59fd9a500a0,GoodChannel Video 0250,"Dec 20, 2018",7.1,46401,3226.3316,400,81.47,1688026,2.82
da3ce50efee,GoodChannel Video 0251,"Dec 20, 2018",11.4,36200,4749.2684,145,89.24,387370,8.83
9f0a24cd856,GoodChannel Video 0252,"Jan 11, 2019",20.7,23288,5343.9211,163,53.38,408755,5.02
0229ae6eae9,GoodChannel Video 0253,"Jan 12, 2019",16.1,18070,3124.2828,129,31.74,253137,9.59
a5899f11722,GoodChannel Video 0254,"Jan 07, 2019",10.6,19429,2191.3815,131,37.34,478901,4.9
96ad446af04,GoodChannel Video 0255,"Jan 22, 2019",16.9,34815,5830.5481,111,14.62,402072,8.46
2fa96a7f5fc,GoodChannel Video 0256,"Jan 10, 2019",13.2,17470,1806.3711,73,44.84,236387,7.44
b50f81c8114,GoodChannel Video 0257,"Jan 17, 2019",8.4,38667,3314.3631,196,63.17,452580,9.34
7c9e4f51d72,GoodChannel Video 0258,"Jan 01, 2019",13.8,50099,7210.2167,379,149.48,711116,7.74
c10af5ddebd,GoodChannel Video 0259,"Jan 02, 2019",6.0,82827,4721.4212,625,161.37,826257,7.96
6de9b47eee7,GoodChannel Video 0260,"Feb 22, 2019",8.8,23812,2289.4785,186,56.64,316323,7.88
b6455a71840,GoodChannel Video 0261,"Feb 27, 2019",12.0,38232,5138.4,272,85.63,509757,7.69
eb26839a3c2,GoodChannel Video 0262,"Feb 02, 2019",13.3,36371,4692.619,249,114.99,586174,7.85
fbc5052e357,GoodChannel Video 0263,"Feb 27, 2019",22.4,30002,6654.3355,195,88.86,335578,8.08
f30a9b56c24,GoodChannel Video 0264,"Feb 07, 2019",18.0,35056,6824.4539,160,55.22,672709,6.9
a38f9c20b6f,GoodChannel Video 0265,"Feb 10, 2019",16.7,30228,5662.8215,130,37.24,388107,7.73
0b073572b28,GoodChannel Video 0266,"Mar 07, 2019",14.3,24664,3437.0729,101,83.14,257607,8.72
6fdd6617e54,GoodChannel Video 0267,"Mar 07, 2019",15.4,76439,11164.372,364,109.63,483657,12.56
825935d9305,GoodChannel Video 0268,"Mar 19, 2019",11.8,19715,2534.8008,138,54.07,244815,8.1
f6a923b0106,GoodChannel Video 0269,"Mar 04, 2019",21.5,43792,7811.738,264,91.54,928863,4.15
37b2c6041fa,GoodChannel Video 0270,"Mar 23, 2019",21.0,52064,10044.1802,316,122.65,525112,8.81
11039f2bf7d,GoodChannel Video 0271,"Mar 06, 2019",12.3,38794,4622.3615,219,88.52,492179,7.11
1bd7989963a,GoodChannel Video 0272,"Mar 08, 2019",17.3,32741,6265.1609,168,95.32,515962,6.68
503ae39a6a1,GoodChannel Video 0273,"Apr 22, 2019",20.1,24912,5120.259,117,21.5,331500,7.53
b001fc5304d,GoodChannel Video 0274,"Apr 17, 2019",9.9,42063,4428.7146,265,114.47,601449,6.07
8bd73dfdde3,GoodChannel Video 0275,"Apr 05, 2019",14.1,52387,9002.7022,218,66.03,796656,5.56
bce33185142,GoodChannel Video 0276,"Apr 14, 2019",12.6,24422,2899.405,78,74.45,403177,6.95
c742e203da4,GoodChannel Video 0277,"Apr 17, 2019",10.5,16805,2066.8318,66,35.69,271032,6.16
40e249faa0d,GoodChannel Video 0278,"Apr 06, 2019",6.0,70842,4514.5269,579,190.98,1371367,5.37
c2fef1397d7,GoodChannel Video 0279,"Apr 17, 2019",9.9,43288,4803.9978,312,86.89,640216,7.15
682757dfe8d,GoodChannel Video 0280,"Apr 23, 2019",11.2,50444,6424.2507,315,0.0,980021,5.54
3858a9f967f,GoodChannel Video 0281,"May 04, 2019",10.8,14040,1764.6337,92,36.68,144628,9.72
892b15021f9,GoodChannel Video 0282,"May 03, 2019",15.8,146320,25078.0274,1212,480.29,1282165,9.25
90d709378db,GoodChannel Video 0283,"May 26, 2019",17.7,69649,11981.774,375,122.5,522489,12.13
8c85507d6a7,GoodChannel Video 0284,"May 15, 2019",6.0,32922,2487.1476,198,110.68,379346,8.16
ba9560c69c3,GoodChannel Video 0285,"May 11, 2019",16.3,48754,8674.8379,328,94.61,492599,9.96
ef2edb3b3db,GoodChannel Video 0286,"May 23, 2019",21.9,36035,9220.3589,217,1.98,502409,8.26
457ed45b0df,GoodChannel Video 0287,"Jun 22, 2019",18.9,47835,7696.4713,312,103.79,458708,9.3
974026e8047,GoodChannel Video 0288,"Jun 04, 2019",13.3,199666,30142.7594,1789,405.11,2497316,9.0
e893c125b3d,GoodChannel Video 0289,"Jun 23, 2019",12.2,68102,7944.506,613,195.76,1158444,5.75
0b6a5d6345a,GoodChannel Video 0290,"Jun 17, 2019",15.5,42694,5145.6554,269,106.38,466195,7.86
e56bb0116b2,GoodChannel Video 0291,"Jun 24, 2019",19.3,103343,21711.3029,1143,365.02,1735316,5.7
72953364081,GoodChannel Video 0292,"Jun 11, 2019",11.4,26811,3086.4349,155,97.42,260867,8.92
26142b76e16,GoodChannel Video 0293,"Jun 05, 2019",6.0,57512,3530.8659,314,167.44,926128,6.24
7bc94e14b14,GoodChannel Video 0294,"Jun 24, 2019",10.9,63483,7712.6009,523,137.09,801099,6.39
c85297bda73,GoodChannel Video 0295,"Jul 14, 2019",6.4,53825,3361.1346,303,87.21,784976,5.9
84009f32519,GoodChannel Video 0296,"Jul 21, 2019",11.2,77867,8142.1925,211,191.68,891185,8.01
fcfb4babca1,GoodChannel Video 0297,"Jul 23, 2019",6.0,33827,1694.0726,105,108.21,684281,5.88
c28a59a385f,GoodChannel Video 0298,"Jul 11, 2019",10.0,32081,2623.6608,174,115.33,268573,8.61
bca39af566f,GoodChannel Video 0299,"Jul 09, 2019",13.4,84731,11713.4356,817,70.33,698400,11.29
9773421582a,GoodChannel Video 0300,"Aug 02, 2019",13.4,41422,5918.8851,331,86.29,632579,5.78
bcd98c14144,GoodChannel Video 0301,"Aug 26, 2019",15.3,27739,5669.1119,146,49.59,344981,8.83
9da6f39a2c6,GoodChannel Video 0302,"Aug 21, 2019",16.3,35267,5377.3181,183,80.43,554405,6.77
d639d415ba1,GoodChannel Video 0303,"Aug 24, 2019",10.6,17183,1600.3076,98,19.42,360145,4.05
7f9dc95c82d,GoodChannel Video 0304,"Aug 25, 2019",9.9,37150,3808.7812,189,67.25,405860,9.88
d83fe791b94,GoodChannel Video 0305,"Aug 26, 2019",15.3,28733,4662.4663,216,55.97,287196,7.57
f96e02d7c04,GoodChannel Video 0306,"Aug 01, 2019",9.5,53348,5155.8275,332,158.08,708841,7.44
f0f3f3e5725,GoodChannel Video 0307,"Aug 15, 2019",13.0,74119,9093.7444,606,310.53,1297639,6.24
b6905c0a1c1,GoodChannel Video 0308,"Sep 21, 2019",10.8,97137,12083.6279,677,320.16,1177540,8.5
4431d0f8640,GoodChannel Video 0309,"Sep 17, 2019",19.1,60095,11047.6949,566,143.9,633994,9.13
7d34413a3b7,GoodChannel Video 0310,"Sep 03, 2019",13.5,35731,5294.8995,92,71.69,557033,7.52
d118fc91a91,GoodChannel Video 0311,"Sep 22, 2019",12.1,18326,2281.6804,96,58.17,181772,10.91
f439b1561d5,GoodChannel Video 0312,"Sep 06, 2019",17.6,66473,11845.7267,538,94.47,851766,7.94
04ba3d059f9,GoodChannel Video 0313,"Sep 14, 2019",15.5,69810,10747.1491,529,150.72,875435,8.36
993aaa1a7d9,GoodChannel Video 0314,"Sep 14, 2019",11.8,149896,14752.6503,867,271.27,3629983,4.38
c8c657f4294,GoodChannel Video 0315,"Oct 09, 2019",11.5,16206,2245.8443,109,36.32,210809,9.01
b4b569c9890,GoodChannel Video 0316,"Oct 25, 2019",19.7,95909,20523.366,228,251.51,1692025,5.81
5d1c9a440ca,GoodChannel Video 0317,"Oct 19, 2019",15.6,115620,19390.1267,505,154.08,1463799,7.83
55bc8acca8f,GoodChannel Video 0318,"Oct 17, 2019",18.5,29809,5913.8022,206,92.26,319164,9.24
ba7b7c52101,GoodChannel Video 0319,"Oct 23, 2019",18.6,60953,14602.341,423,173.21,636151,8.62
9a02793db1b,GoodChannel Video 0320,"Nov 02, 2019",18.0,62744,10924.4491,554,133.08,1740038,4.06
c1a13af1be1,GoodChannel Video 0321,"Nov 25, 2019",17.7,32709,6547.0735,109,22.86,559052,5.71
affcfdd7474,GoodChannel Video 0322,"Nov 09, 2019",10.6,43188,4721.131,339,65.04,954095,4.16
d6cf63b3000,GoodChannel Video 0323,"Nov 19, 2019",10.3,36803,3659.2972,209,125.78,367546,10.27
7fbd4bbf9b0,GoodChannel Video 0324,"Nov 10, 2019",9.7,52349,5231.808,315,168.89,602352,7.66
afdf5f8647d,GoodChannel Video 0325,"Dec 15, 2019",12.1,80478,9998.9407,327,107.75,1336547,6.45
99ebc4f34f3,GoodChannel Video 0326,"Dec 01, 2019",12.4,137664,22358.0788,535,67.73,2166768,6.58
fb5144b23f3,GoodChannel Video 0327,"Dec 01, 2019",9.7,55215,4936.7528,311,143.83,884231,6.45
99b270923c9,GoodChannel Video 0328,"Dec 07, 2019",10.2,46135,4927.6382,240,90.23,888677,4.93
02f8c85e19f,GoodChannel Video 0329,"Dec 25, 2019",10.4,81672,9237.3369,451,206.54,764723,10.08
caa65347896,GoodChannel Video 0330,"Dec 07, 2019",15.0,21057,3189.5626,168,33.25,290633,8.32
bcfe56f9d1c,GoodChannel Video 0331,"Dec 05, 2019",13.6,21254,2336.8164,73,27.02,347128,7.07
4ff03ae608e,GoodChannel Video 0332,"Dec 16, 2019",11.5,120560,14609.1267,818,171.7,1385633,9.22
74f40560ac3,GoodChannel Video 0333,"Jan 16, 2020",16.3,111759,19724.8243,31,276.27,1388350,7.88
bd98e8822bb,GoodChannel Video 0334,"Jan 09, 2020",12.8,85846,11171.1508,527,197.74,1006060,7.37
0885bf9115b,GoodChannel Video 0335,"Jan 15, 2020",17.2,32029,4566.47,204,53.59,473206,7.82
fe3dc5fc4db,GoodChannel Video 0336,"Jan 20, 2020",9.4,53022,4460.9919,180,199.08,415906,10.81
9dd1951ccdd,GoodChannel Video 0337,"Jan 03, 2020",12.9,46639,7940.881,410,66.8,781424,5.8
18a09248ddd,GoodChannel Video 0338,"Jan 13, 2020",9.7,21910,2448.927,111,44.91,267384,9.34
3edd775fccb,GoodChannel Video 0339,"Jan 06, 2020",8.8,72189,6642.7508,589,81.01,856424,6.79
f353c52a0c8,GoodChannel Video 0340,"Jan 03, 2020",14.3,87931,10640.6128,434,263.81,888719,9.07
ec115de9f37,GoodChannel Video 0341,"Feb 23, 2020",6.0,159058,10939.0497,1138,314.95,1933532,8.99
0b3d5f106b6,GoodChannel Video 0342,"Feb 26, 2020",11.3,258377,31726.5655,1028,918.29,2870330,8.5
cf4ce4ea301,GoodChannel Video 0343,"Feb 21, 2020",15.0,109027,16924.7483,642,183.27,1345892,8.19
832aafd0a6c,GoodChannel Video 0344,"Feb 09, 2020",18.9,57146,12559.4298,420,154.54,880868,6.09
c7932d492e3,GoodChannel Video 0345,"Feb 19, 2020",15.3,42579,7392.9914,172,60.89,675897,7.03
6fc1937a1b4,GoodChannel Video 0346,"Feb 07, 2020",19.9,21152,4039.0328,111,38.53,220717,8.0
77fb5698847,GoodChannel Video 0347,"Mar 15, 2020",10.9,28284,3475.8882,83,69.83,346365,8.9
7c0ea3f6d16,GoodChannel Video 0348,"Mar 14, 2020",8.9,63542,7093.6545,170,282.41,1064208,7.29
29683253cc4,GoodChannel Video 0349,"Mar 20, 2020",16.9,107816,18624.7113,766,259.58,2000755,5.71
69f1856bfc1,GoodChannel Video 0350,"Mar 12, 2020",13.3,57646,8578.1334,269,72.59,650920,9.47
0583b05bfef,GoodChannel Video 0351,"Mar 24, 2020",10.5,97423,12297.678,851,235.67,1032862,9.26
d6e9f2a34bc,GoodChannel Video 0352,"Mar 08, 2020",19.3,61136,10968.491,187,169.32,758943,7.73
2830bfd019f,GoodChannel Video 0353,"Apr 13, 2020",8.7,32998,2972.917,236,17.85,463914,8.42
2f10204a895,GoodChannel Video 0354,"Apr 20, 2020",8.7,23237,1778.2522,114,33.74,220252,7.71
dbb1b91ee98,GoodChannel Video 0355,"Apr 18, 2020",14.2,107726,15828.382,712,286.59,1383207,8.85
7ef35b9315f,GoodChannel Video 0356,"Apr 06, 2020",11.4,54880,6402.5857,256,88.03,956424,6.03
775e6d4c71d,GoodChannel Video 0357,"Apr 25, 2020",16.9,68802,11265.1553,219,214.6,1269187,5.95
4d086652ef9,GoodChannel Video 0358,"Apr 07, 2020",11.4,67400,6843.3975,478,118.86,706966,9.56
aad69963823,GoodChannel Video 0359,"May 17, 2020",6.0,83588,6253.7439,331,252.51,903567,11.0
c7449537258,GoodChannel Video 0360,"May 27, 2020",13.9,34097,5393.2675,259,83.51,494172,6.34
4cf3c25f3c0,GoodChannel Video 0361,"May 02, 2020",11.8,45558,6193.0136,205,0.0,573595,9.07
9f0a3c820fb,GoodChannel Video 0362,"May 08, 2020",18.7,55073,12153.1953,333,106.62,1072237,6.15
a5a60613c9c,GoodChannel Video 0363,"May 09, 2020",13.9,165566,26936.9605,606,476.73,2178948,8.26
528352f4865,GoodChannel Video 0364,"May 12, 2020",11.7,17210,2203.1325,107,40.72,411725,3.67
1e740812163,GoodChannel Video 0365,"May 23, 2020",7.9,67644,5556.2268,189,234.65,766245,8.05
50acfc98d57,GoodChannel Video 0366,"May 04, 2020",21.1,67457,14674.4992,326,155.64,716807,9.35
3657b4cb863,GoodChannel Video 0367,"May 13, 2020",9.9,64108,6467.5255,583,129.75,1277750,6.4
8af552cea40,GoodChannel Video 0368,"Jun 17, 2020",11.2,80357,10764.1631,585,294.48,796710,10.35
42d9d966382,GoodChannel Video 0369,"Jun 05, 2020",22.6,54802,16138.2208,419,104.08,765380,6.12
72f4865bb9a,GoodChannel Video 0370,"Jun 15, 2020",15.8,211042,32555.1037,433,665.69,4334457,4.71
69507419de4,GoodChannel Video 0371,"Jun 21, 2020",16.0,262057,43793.4491,2090,442.87,3624817,6.86
8f50d75a42d,GoodChannel Video 0372,"Jun 13, 2020",17.2,88141,18351.4931,600,133.45,1968334,3.82
7de905d5150,GoodChannel Video 0373,"Jun 09, 2020",13.1,107269,14914.4035,622,291.2,1907851,5.06
d3a41eb38ab,GoodChannel Video 0374,"Jun 16, 2020",14.4,130459,19240.1789,565,278.56,1583483,8.38
6bc869a6846,GoodChannel Video 0375,"Jul 13, 2020",9.4,56900,5855.0187,401,170.71,691338,7.86
1194efe0681,GoodChannel Video 0376,"Jul 22, 2020",17.0,44621,7431.8646,166,80.43,752772,5.87
d7e03b71752,GoodChannel Video 0377,"Jul 07, 2020",10.3,62699,8546.0794,398,121.57,667257,9.62
a05461317de,GoodChannel Video 0378,"Jul 02, 2020",14.0,94767,15067.2203,608,74.49,757728,11.24
6fa86b3a734,GoodChannel Video 0379,"Jul 02, 2020",18.1,46553,7457.2798,377,82.87,493249,7.48
3d97db67e3e,GoodChannel Video 0380,"Jul 14, 2020",13.9,55964,6992.9092,234,130.88,915877,6.65
d4197f8287d,GoodChannel Video 0381,"Jul 02, 2020",18.0,51741,11577.5504,193,175.69,510186,9.19
7cae1133484,GoodChannel Video 0382,"Jul 18, 2020",21.1,103261,24445.4471,837,220.6,1706697,5.67
1268f4532cb,GoodChannel Video 0383,"Aug 17, 2020",13.5,38166,6067.0224,352,110.74,650079,6.04
85bb9fd7f2e,GoodChannel Video 0384,"Aug 04, 2020",16.0,53875,7649.225,359,127.52,672005,7.22
ae6280ad33e,GoodChannel Video 0385,"Aug 07, 2020",15.2,88839,14589.2558,404,225.01,1039583,8.5
344d4fe2aa8,GoodChannel Video 0386,"Aug 15, 2020",10.3,79989,7447.5289,682,252.69,1174986,6.38
130b725a2ab,GoodChannel Video 0387,"Aug 27, 2020",20.9,70056,15557.278,365,177.6,525910,12.96
ac00af35ab4,GoodChannel Video 0388,"Aug 15, 2020",12.5,206556,24026.9437,1412,429.51,2689131,7.93
bc718adf978,GoodChannel Video 0389,"Aug 10, 2020",9.9,337933,31826.2978,1993,909.71,3968964,7.03
c1fea79c51a,GoodChannel Video 0390,"Sep 07, 2020",10.4,97706,9430.8043,354,308.54,1526920,5.92
b1e998d0739,GoodChannel Video 0391,"Sep 09, 2020",16.9,82793,15873.5742,526,228.87,733788,8.9
79632974403,GoodChannel Video 0392,"Sep 19, 2020",9.1,35545,3583.7419,116,46.81,610369,6.22
7bd16fb661c,GoodChannel Video 0393,"Sep 09, 2020",11.6,38305,4624.5864,139,80.28,698900,4.94
b063702055c,GoodChannel Video 0394,"Sep 26, 2020",7.8,72325,5446.8873,602,139.18,735136,9.34
f10783aeecd,GoodChannel Video 0395,"Sep 04, 2020",14.7,67098,11379.2388,329,150.1,833130,8.36
5fcecec3df5,GoodChannel Video 0396,"Sep 01, 2020",15.8,46103,6414.6123,388,194.12,521755,9.33
00ad1a7305b,GoodChannel Video 0397,"Sep 07, 2020",18.7,84917,16888.5462,409,116.92,1466426,4.51
b334970cdec,GoodChannel Video 0398,"Oct 24, 2020",7.8,118467,11187.6021,456,353.36,2294477,4.89
dfa055a755a,GoodChannel Video 0399,"Oct 22, 2020",15.2,154408,21075.676,1270,221.2,1938503,8.83
73947e1d8c1,GoodChannel Video 0400,"Oct 22, 2020",14.0,110265,13552.3696,854,261.02,1222466,8.11
7769a71e041,GoodChannel Video 0401,"Oct 03, 2020",12.8,38987,5364.5948,183,143.47,403225,9.24
9b8dca22957,GoodChannel Video 0402,"Oct 06, 2020",11.7,89583,12747.1978,450,228.94,1682952,5.53
80435b5195f,GoodChannel Video 0403,"Oct 06, 2020",12.8,71086,9087.3298,401,132.26,1332590,6.03
d2d5dd2f844,GoodChannel Video 0404,"Oct 15, 2020",8.5,143261,11975.7013,1359,414.27,3513877,3.7
0073a83e2c3,GoodChannel Video 0405,"Nov 24, 2020",10.0,153303,15172.2395,604,307.31,3423942,5.05
3fcfb74dd1c,GoodChannel Video 0406,"Nov 11, 2020",11.0,119353,14270.9886,702,215.16,1987998,6.45
b11785dedf6,GoodChannel Video 0407,"Nov 17, 2020",15.2,273527,57946.7457,1923,721.07,3324592,9.19
e7c49e763c4,GoodChannel Video 0408,"Nov 14, 2020",9.0,68942,6260.4642,433,219.15,1127649,6.59
621d2d92056,GoodChannel Video 0409,"Nov 07, 2020",12.4,60880,6361.9808,327,143.01,697169,9.54
2310064fcbb,GoodChannel Video 0410,"Nov 23, 2020",16.6,102879,16344.3391,564,228.09,1212041,8.55
4f8b0d0b04c,GoodChannel Video 0411,"Dec 20, 2020",11.4,94601,11768.3563,363,69.51,1312626,6.99
5ce3cd9673b,GoodChannel Video 0412,"Dec 02, 2020",16.1,232040,37489.2254,1511,547.57,2145934,8.91
1626e9eb473,GoodChannel Video 0413,"Dec 10, 2020",9.3,95057,8332.3495,505,0.0,1265353,8.26
71912919443,GoodChannel Video 0414,"Dec 13, 2020",18.0,68740,12732.6194,102,164.56,1237579,5.66
4743af16239,GoodChannel Video 0415,"Dec 21, 2020",14.9,45319,7237.1731,283,89.3,579553,7.55
32f99ee81c0,GoodChannel Video 0416,"Dec 26, 2020",7.1,66528,5218.9399,362,88.58,823927,7.49
c75b9ce30f9,GoodChannel Video 0417,"Dec 06, 2020",13.9,109666,15624.9006,751,238.95,926960,10.88
5e998a56a3a,GoodChannel Video 0418,"Jan 02, 2021",11.0,52961,5287.3462,380,145.17,1090695,4.39
77747dadef9,GoodChannel Video 0419,"Jan 11, 2021",12.0,34400,4647.0298,157,108.25,545329,6.61
a44a700dbb6,GoodChannel Video 0420,"Jan 03, 2021",8.0,141233,11635.8823,227,53.64,1423635,10.51
16ddaae3198,GoodChannel Video 0421,"Jan 10, 2021",11.6,52034,6882.9455,326,172.0,692475,7.62
7932e47b602,GoodChannel Video 0422,"Jan 11, 2021",12.5,171652,23182.5784,1161,458.76,4001265,5.74
1c1f704dc28,GoodChannel Video 0423,"Jan 15, 2021",16.2,39540,6686.711,136,105.71,378234,10.03
bbab02b936c,GoodChannel Video 0424,"Feb 22, 2021",11.9,287206,35463.0646,1509,917.74,2609389,11.07
d8262d4ed52,GoodChannel Video 0425,"Feb 26, 2021",11.3,170659,16390.8061,1264,673.55,2601200,6.53
a0121bf52cd,GoodChannel Video 0426,"Feb 09, 2021",18.8,62558,11870.048,472,143.36,699995,7.93
38380c31a38,GoodChannel Video 0427,"Feb 13, 2021",7.7,46609,4301.1909,103,162.15,693568,8.38
056cfa1dc78,GoodChannel Video 0428,"Feb 18, 2021",6.8,84325,5063.4572,609,23.29,949068,9.47
85df6a15630,GoodChannel Video 0429,"Feb 12, 2021",17.6,100641,20261.9435,868,300.61,1687110,6.6
e947ee51391,GoodChannel Video 0430,"Mar 16, 2021",14.1,109073,14139.7636,593,263.66,1317764,7.07
a2b5daeed65,GoodChannel Video 0431,"Mar 04, 2021",12.8,180314,25516.0607,994,611.25,1856509,9.44
83ac97e30d9,GoodChannel Video 0432,"Mar 11, 2021",8.2,113480,10148.4687,805,143.78,1060630,10.47
0945f24d032,GoodChannel Video 0433,"Mar 07, 2021",7.4,73604,5452.8514,507,157.95,813397,9.44
1274ae92fcc,GoodChannel Video 0434,"Mar 01, 2021",15.6,69598,9226.8312,289,251.34,884635,7.57
d83b8fc8932,GoodChannel Video 0435,"Mar 10, 2021",7.7,44505,3468.9565,383,112.01,724053,7.3
063bb8177bb,GoodChannel Video 0436,"Mar 23, 2021",7.7,173890,12494.0711,1105,437.65,2782324,6.9
8cc975826a3,GoodChannel Video 0437,"Mar 21, 2021",14.6,89682,15151.2053,402,243.18,1689276,6.33
5a2de09a58e,GoodChannel Video 0438,"Apr 09, 2021",17.1,42388,7326.2133,289,115.43,448314,9.17
065b69ef380,GoodChannel Video 0439,"Apr 18, 2021",15.9,115179,21835.0207,1077,327.75,2153629,5.24
8117e8f2457,GoodChannel Video 0440,"Apr 26, 2021",15.0,172795,27811.8237,1012,285.54,2147004,8.81
816ae21ccad,GoodChannel Video 0441,"Apr 06, 2021",14.4,119876,19081.5401,1212,272.19,1183441,8.5
cf4136b8a07,GoodChannel Video 0442,"Apr 27, 2021",14.2,330933,44286.8578,1624,713.28,5992167,5.66
ac3020f5dcd,GoodChannel Video 0443,"Apr 11, 2021",20.2,138464,27512.2487,673,83.43,2636748,6.82
e9578196f75,GoodChannel Video 0444,"May 21, 2021",22.7,52522,13424.1936,142,184.95,523120,10.12
16336549cdd,GoodChannel Video 0445,"May 22, 2021",12.8,160820,20228.0188,369,478.53,2444223,6.12
e9aac392b93,GoodChannel Video 0446,"May 27, 2021",10.2,136590,13369.5012,578,429.83,2021797,7.02
a19a345b07a,GoodChannel Video 0447,"May 05, 2021",21.1,115694,27006.7779,862,378.5,2275437,5.83
f284a6f3182,GoodChannel Video 0448,"May 16, 2021",12.5,102635,15246.2428,665,101.46,1919936,5.18
d49a142cd23,GoodChannel Video 0449,"May 17, 2021",19.7,107318,18164.8265,949,198.14,1638443,6.33
a1f3aa52362,GoodChannel Video 0450,"May 20, 2021",13.2,247576,36529.3168,1794,622.19,3427822,7.96
0212df04ec7,GoodChannel Video 0451,"May 22, 2021",20.7,68488,15286.928,352,170.07,913861,7.51
cf8bf5a6e36,GoodChannel Video 0452,"Jun 21, 2021",13.0,64168,9121.4842,453,173.93,1489736,4.38
e36aa38987f,GoodChannel Video 0453,"Jun 05, 2021",7.6,348019,25065.1595,2144,567.3,6652311,5.62
3b954231104,GoodChannel Video 0454,"Jun 07, 2021",13.5,91859,11098.4379,630,419.23,1690133,5.61
f90f10995eb,GoodChannel Video 0455,"Jun 14, 2021",15.9,112139,21057.5016,496,176.13,2352601,4.01
8d1194a8989,GoodChannel Video 0456,"Jun 10, 2021",8.8,59865,4960.9936,266,159.85,721550,7.41
4e8bebd2692,GoodChannel Video 0457,"Jun 01, 2021",12.3,163227,21822.6678,1197,337.49,2177931,7.24
d363655df09,GoodChannel Video 0458,"Jun 04, 2021",9.9,73218,7853.6475,480,164.12,868117,8.88
92244246858,GoodChannel Video 0459,"Jul 07, 2021",16.6,115901,21357.9481,761,280.75,1191191,10.0
966edc9e1a0,GoodChannel Video 0460,"Jul 03, 2021",15.8,585857,90863.2854,2943,2103.23,8656648,6.83
1addfb0f07b,GoodChannel Video 0461,"Jul 10, 2021",11.1,51164,6289.2533,593,95.68,662863,6.14
7c2809705c5,GoodChannel Video 0462,"Jul 16, 2021",16.6,82134,13083.7531,464,236.71,806545,9.84
e18a8be406d,GoodChannel Video 0463,"Jul 24, 2021",11.0,109816,9976.2457,561,316.65,2207937,5.21
908794a5e84,GoodChannel Video 0464,"Jul 14, 2021",15.4,118201,19707.55,928,339.87,1367100,9.61
124c61b896e,GoodChannel Video 0465,"Jul 12, 2021",7.6,154372,10876.5336,646,403.51,2057916,8.48
e678432a0a6,GoodChannel Video 0466,"Jul 01, 2021",6.0,150577,10760.4859,1453,166.52,3204713,4.17
88ff7c1aeab,GoodChannel Video 0467,"Aug 06, 2021",20.1,97361,19390.2788,725,84.76,1738371,6.64
b1489906ba8,GoodChannel Video 0468,"Aug 08, 2021",15.5,51251,8152.0413,275,78.22,1007316,5.6
35eec4af87a,GoodChannel Video 0469,"Aug 14, 2021",14.2,219228,32756.1344,1272,561.89,7112263,2.77
43f114628da,GoodChannel Video 0470,"Aug 12, 2021",11.8,95559,10671.159,561,226.0,1540517,7.06
2e43237494e,GoodChannel Video 0471,"Aug 19, 2021",11.8,216340,25748.801,1156,426.14,2209247,9.72
d9931ecf0ac,GoodChannel Video 0472,"Aug 25, 2021",13.9,145317,25968.3533,820,218.37,2346216,5.47
53bce131474,GoodChannel Video 0473,"Aug 09, 2021",14.1,175474,25125.5414,568,372.16,2327295,7.25
c080a659c8f,GoodChannel Video 0474,"Sep 17, 2021",13.3,36857,5579.3016,161,100.69,668054,7.33
9b06ddd45e1,GoodChannel Video 0475,"Sep 23, 2021",7.6,109865,7493.557,661,201.34,1111356,7.66
48b5f552e3d,GoodChannel Video 0476,"Sep 04, 2021",8.1,197081,13368.086,752,507.61,4394133,5.37
4c03d44e6a1,GoodChannel Video 0477,"Sep 19, 2021",14.3,181349,25243.9398,649,190.26,2111284,7.53
733e9170329,GoodChannel Video 0478,"Sep 12, 2021",11.4,71744,8722.6087,360,248.66,749657,8.08
1b8ca691c8c,GoodChannel Video 0479,"Sep 16, 2021",17.9,87816,15521.8842,481,135.83,1019300,7.6
4edff935185,GoodChannel Video 0480,"Sep 02, 2021",7.3,36745,2285.8226,120,140.06,705741,5.6
cd822144238,GoodChannel Video 0481,"Oct 15, 2021",15.6,199654,26252.2555,2175,152.66,4078255,4.76
2b5bbea0ada,GoodChannel Video 0482,"Oct 04, 2021",8.8,60888,5261.7203,205,11.37,791043,9.93
3b15d830fa8,GoodChannel Video 0483,"Oct 22, 2021",11.7,96929,12182.0989,520,117.14,1285387,7.9
b1f2df4c7ea,GoodChannel Video 0484,"Oct 07, 2021",13.1,226058,25547.8638,1015,282.43,2101405,8.92
