Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (USD),Impressions,Impressions click-through rate (%)
91fab8a04eb,BadChannel Video 0250,"Nov 17, 2022",5.9,2023,60.3043,1,2.06,104019,1.91
f5c26fd9155,BadChannel Video 0251,"Dec 14, 2022",5.5,445,15.7304,1,0.0,10152,4.83
77d95d9accb,BadChannel Video 0252,"Dec 19, 2022",3.6,11297,186.5873,4,0.0,376436,3.18
763e539aaa5,BadChannel Video 0253,"Dec 01, 2022",7.9,10586,285.271,12,0.0,435557,3.0
215406b919a,BadChannel Video 0254,"Dec 12, 2022",1.0,2,0.0103,0,0.0,124,2.03
0de508daee6,BadChannel Video 0255,"Jan 02, 2023",10.2,70,1.15,0,0.0,2133,3.7
c6a0319269a,BadChannel Video 0256,"Jan 13, 2023",4.5,55760,1645.7457,38,46.3,1664037,3.6
c8582b10777,BadChannel Video 0257,"Jan 14, 2023",3.6,5780,79.9474,4,0.0,267598,3.06
6775c7b15cc,BadChannel Video 0258,"Mar 06, 2023",9.1,126,5.6894,0,0.33,3835,4.22
10e125a81a8,BadChannel Video 0259,"Mar 19, 2023",12.4,12212,757.2278,0,19.42,404709,3.14
a93aaf595f9,BadChannel Video 0260,"Apr 14, 2023",5.5,10457,241.3099,13,21.35,491469,2.45
c661dad99d4,BadChannel Video 0261,"Apr 05, 2023",1.0,9775,50.3802,8,9.78,452468,2.76
a0965142910,BadChannel Video 0262,"Apr 19, 2023",11.1,6937,308.9194,3,0.0,165203,4.52
062e7bd1f87,BadChannel Video 0263,"May 08, 2023",4.8,368,9.8664,0,0.39,60308,0.72
12fd604c8ba,BadChannel Video 0264,"May 05, 2023",9.3,6843,127.6507,9,8.11,309670,2.75
dfd41e863b0,BadChannel Video 0265,"Jun 22, 2023",7.1,8425,351.7947,6,7.37,455538,2.36
d4ab9455da3,BadChannel Video 0266,"Jun 12, 2023",9.4,7075,155.5776,9,11.94,327317,2.21
be1d0d343dc,BadChannel Video 0267,"Jul 09, 2023",3.6,6056,87.6126,4,8.69,279471,2.49
30a04105164,BadChannel Video 0268,"Jul 02, 2023",2.1,14207,118.1746,14,2.25,712968,2.72
c9a46db6fd4,BadChannel Video 0269,"Jul 15, 2023",5.2,5223,105.4705,5,5.76,176361,2.94
0d53611844c,BadChannel Video 0270,"Aug 02, 2023",7.2,450,20.0185,0,0.34,16551,3.29
85c650f0d8e,BadChannel Video 0271,"Aug 06, 2023",3.0,10114,132.956,9,4.56,313008,3.58
e9b0ca5c81b,BadChannel Video 0272,"Aug 04, 2023",3.7,8382,62.2463,12,0.0,309300,2.63
c0f662e7bde,BadChannel Video 0273,"Aug 01, 2023",5.2,1894,53.5835,1,1.64,144847,1.67
f093bcc5e00,BadChannel Video 0274,"Sep 08, 2023",2.4,4332,26.0149,5,9.55,169085,3.04
77920f56b2e,BadChannel Video 0275,"Sep 27, 2023",5.9,2435,70.113,2,2.76,82072,3.39
68da229c600,BadChannel Video 0276,"Sep 27, 2023",1.9,5490,19.7149,2,0.53,168324,3.5
74e4eedd298,BadChannel Video 0277,"Sep 03, 2023",9.2,1275,33.0097,1,1.82,52975,3.33
d8a898245f1,BadChannel Video 0278,"Oct 27, 2023",5.6,461,11.8614,0,0.47,16980,3.26
896c50a8bfc,BadChannel Video 0279,"Oct 26, 2023",6.3,3178,87.8818,3,2.17,115843,3.24
764a8dcaaee,BadChannel Video 0280,"Oct 04, 2023",4.7,97,2.6139,0,0.1,2832,4.04
163d4e54755,BadChannel Video 0281,"Nov 01, 2023",4.9,12289,185.8743,10,5.12,406856,3.53
e875aae6714,BadChannel Video 0282,"Nov 08, 2023",6.0,6279,160.3941,6,1.38,132608,4.56
9e571230c02,BadChannel Video 0283,"Dec 03, 2023",10.8,928,59.247,0,0.63,44962,2.29
e2451a640e4,BadChannel Video 0284,"Jan 26, 2024",9.7,11787,468.6763,3,6.84,718463,1.71
6732373e78e,BadChannel Video 0285,"Feb 12, 2024",1.0,6513,8.4625,0,7.57,275913,2.54
e8c38eaacd6,BadChannel Video 0286,"Feb 22, 2024",6.1,15645,374.1578,6,12.52,502867,3.39
81f11bb0b61,BadChannel Video 0287,"Feb 24, 2024",3.4,2335,40.3003,0,2.36,55131,4.26
8b430ad5a0f,BadChannel Video 0288,"Mar 09, 2024",6.1,2267,61.559,2,2.77,110170,2.64
f3aaeeafd61,BadChannel Video 0289,"Mar 10, 2024",12.1,273,12.9416,0,0.0,15343,2.04
f3cf47aa331,BadChannel Video 0290,"Mar 27, 2024",8.1,142,7.7081,0,0.0,8912,2.1
fb43fb9efed,BadChannel Video 0291,"Mar 27, 2024",4.1,9207,177.477,6,0.0,407729,2.6
9a144c6b2d7,BadChannel Video 0292,"Mar 07, 2024",3.0,4552,65.9053,3,8.19,90080,5.59
05029f9324f,BadChannel Video 0293,"Apr 14, 2024",6.4,12202,290.1166,10,3.18,347831,4.07
4c8bc7fefb9,BadChannel Video 0294,"Apr 14, 2024",9.3,7149,223.1162,5,5.77,282082,2.98
cf7c8e9231f,BadChannel Video 0295,"May 26, 2024",11.8,9879,819.0313,14,4.66,854929,1.45
3359dfcc15d,BadChannel Video 0296,"May 09, 2024",9.6,1156,50.5044,1,0.0,130611,0.96
e1d074fb658,BadChannel Video 0297,"May 27, 2024",2.9,3114,46.2628,3,0.0,116216,3.25
c1b211db12b,BadChannel Video 0298,"May 08, 2024",7.7,605,21.7389,1,0.81,25558,2.18
32c49aa492e,BadChannel Video 0299,"Jun 09, 2024",3.7,5891,59.6184,1,0.0,124413,4.45
bd4e3c32aaa,BadChannel Video 0300,"Jun 20, 2024",7.3,8164,159.0677,5,0.51,248276,4.14
d744c1304b1,BadChannel Video 0301,"Jun 11, 2024",5.6,2971,76.5658,1,0.02,122014,2.61
9a641b3eab6,BadChannel Video 0302,"Jul 14, 2024",5.2,2553,87.3605,1,2.98,72878,4.27
4da05ed55c3,BadChannel Video 0303,"Jul 24, 2024",7.7,143,4.9601,0,0.09,5556,3.04
78afe0f4921,BadChannel Video 0304,"Jul 05, 2024",5.4,17,0.164,0,0.0,623,3.08
4ec4b7e1cae,BadChannel Video 0305,"Jul 02, 2024",4.6,12148,235.3844,6,8.92,493329,3.3
4c7945fb757,BadChannel Video 0306,"Aug 06, 2024",5.9,9196,218.2148,2,1.03,263820,4.04
009daf37db7,BadChannel Video 0307,"Aug 18, 2024",8.4,4261,84.5883,3,8.78,229261,2.08
c7477c811a3,BadChannel Video 0308,"Sep 23, 2024",7.9,395,4.9387,1,0.42,85393,0.5
866bb171a68,BadChannel Video 0309,"Sep 16, 2024",13.5,6019,223.9195,7,8.0,334901,1.96
837b131d25c,BadChannel Video 0310,"Sep 25, 2024",5.5,1244,18.3858,1,0.38,66024,2.4
599a834f1f9,BadChannel Video 0311,"Oct 03, 2024",6.4,4946,168.2652,0,0.0,204366,2.39
fe68853c971,BadChannel Video 0312,"Oct 05, 2024",6.6,5222,201.5559,6,3.91,288767,2.46
6fce4d6117c,BadChannel Video 0313,"Oct 24, 2024",8.6,8578,420.734,9,0.0,326769,3.19
c3ca9aa9732,BadChannel Video 0314,"Oct 17, 2024",8.2,10396,448.4602,0,5.03,575903,1.99
174f0dfcd80,BadChannel Video 0315,"Nov 01, 2024",4.7,2040,60.5169,2,1.52,47953,4.72
aab639fdef4,BadChannel Video 0316,"Nov 04, 2024",6.3,3305,36.8615,2,0.54,149765,2.77
0742bc207e4,BadChannel Video 0317,"Nov 24, 2024",10.0,23155,1451.6917,24,7.57,2167924,1.07
25798296fa3,BadChannel Video 0318,"Nov 27, 2024",3.8,8118,126.0779,7,1.81,318279,3.18
567d0c94f9e,BadChannel Video 0319,"Nov 22, 2024",4.4,2718,55.646,2,3.07,668019,0.5
d8ea493b70c,BadChannel Video 0320,"Dec 27, 2024",4.2,2137,28.7733,1,7.03,65595,3.86
c8c662dc283,BadChannel Video 0321,"Dec 25, 2024",12.1,1301,59.4634,1,0.0,134567,0.95
0fc8dc93510,BadChannel Video 0322,"Dec 12, 2024",5.1,4619,76.5472,2,5.27,185878,2.93
b7be33a76b3,BadChannel Video 0323,"Dec 02, 2024",2.6,7714,104.7719,6,3.79,385487,2.59
655016d0684,BadChannel Video 0324,"Jan 05, 2025",3.2,254,3.9586,0,0.5,12240,2.08
db405a29825,BadChannel Video 0325,"Jan 13, 2025",4.6,2581,77.2921,2,0.0,319087,0.9
6c6bfcfb73d,BadChannel Video 0326,"Jan 18, 2025",6.3,3459,87.0335,1,2.86,97363,3.88
0c5f576d034,BadChannel Video 0327,"Feb 09, 2025",6.3,5200,141.0756,4,10.0,281393,1.61
a6b3df5f5ce,BadChannel Video 0328,"Feb 15, 2025",8.2,5608,180.1762,3,0.48,290515,2.24
0fb1b836f30,BadChannel Video 0329,"Feb 17, 2025",6.5,89,2.2168,0,0.0,2543,3.71
10d4284b8a0,BadChannel Video 0330,"Mar 07, 2025",12.8,4466,340.5823,4,1.72,233548,2.21
2aea739d784,BadChannel Video 0331,"Mar 26, 2025",1.8,2705,26.6269,1,5.5,58908,3.96
abf05d54809,BadChannel Video 0332,"Mar 23, 2025",7.1,498,19.4126,1,0.09,10842,5.45
394ef2af55b,BadChannel Video 0333,"Apr 22, 2025",6.5,219,3.9855,0,0.24,7056,3.17
212c96782f0,BadChannel Video 0334,"Apr 14, 2025",4.8,2006,25.903,2,0.0,94971,2.77
8b42d49c2ac,BadChannel Video 0335,"May 16, 2025",3.2,371,4.7346,0,0.48,24948,2.03
3bad3ff04f9,BadChannel Video 0336,"May 17, 2025",1.0,76,0.4923,0,0.09,2074,4.46
952d8d8891d,BadChannel Video 0337,"Jun 14, 2025",5.8,86,2.4017,0,0.0,2835,3.32
a02ede2b391,BadChannel Video 0338,"Jun 05, 2025",1.0,2228,8.2414,2,2.78,77964,3.13
32f659b8a57,BadChannel Video 0339,"Jun 07, 2025",2.3,5965,56.2982,3,6.55,200649,3.28
97f82f51725,BadChannel Video 0340,"Jun 19, 2025",6.9,45,0.9967,0,0.06,6292,0.91
8b6bfd416d6,BadChannel Video 0341,"Jul 12, 2025",1.4,1784,6.7771,1,0.5,79515,2.88
9798d77fa20,BadChannel Video 0342,"Jul 12, 2025",5.5,4136,112.7763,3,4.43,204094,2.39
9ba95404a25,BadChannel Video 0343,"Jul 19, 2025",6.3,3420,47.7577,2,2.15,88987,3.91
e12c8d3db9b,BadChannel Video 0344,"Aug 02, 2025",6.1,508,14.4881,0,0.0,102650,0.5
e043941955a,BadChannel Video 0345,"Aug 25, 2025",4.5,20584,539.0346,20,0.0,1069565,2.0
d63f41cf68e,BadChannel Video 0346,"Aug 06, 2025",2.2,1069,8.6219,0,0.51,17985,5.86
ef9f0efb4ea,BadChannel Video 0347,"Aug 23, 2025",6.6,2742,62.125,1,0.74,90860,3.36
01f94fb5e82,BadChannel Video 0348,"Sep 16, 2025",7.5,40,1.0325,0,0.08,1432,3.39
e44a28c1212,BadChannel Video 0349,"Sep 23, 2025",10.4,2317,75.473,3,1.67,89215,2.26
59e6dfd1253,BadChannel Video 0350,"Sep 25, 2025",6.2,6495,209.1929,4,10.07,226701,3.19
a7146ad37ce,BadChannel Video 0351,"Oct 15, 2025",7.0,4682,155.0267,3,8.14,138836,3.5
999c8228a7d,BadChannel Video 0352,"Oct 21, 2025",7.2,10735,211.1361,12,24.42,330069,3.8
fbe13f7e15b,BadChannel Video 0353,"Oct 08, 2025",4.5,549,15.0535,1,0.92,23153,2.87
791b54acda6,BadChannel Video 0354,"Oct 22, 2025",7.1,1623,55.1208,1,1.68,37772,5.12
ccbbeab7938,BadChannel Video 0355,"Nov 09, 2025",6.2,6834,236.158,10,6.82,245499,3.28
97269b90e72,BadChannel Video 0356,"Nov 06, 2025",13.5,3890,91.3245,1,0.0,176979,2.74
5992d192677,BadChannel Video 0357,"Nov 03, 2025",7.4,2246,47.3895,1,5.98,102482,2.62
ff626a530f3,BadChannel Video 0358,"Dec 16, 2025",5.6,2573,78.4061,0,1.06,97100,3.41
5d41aafe2fa,BadChannel Video 0359,"Jan 20, 2026",8.9,11372,309.1888,12,20.21,913728,1.44
57f6e8cbeff,BadChannel Video 0360,"Jan 10, 2026",7.2,494,20.5966,0,0.94,21996,2.64
3c5beff0b80,BadChannel Video 0361,"Feb 07, 2026",9.3,2790,88.9457,3,5.33,104330,2.96
8089f84554f,BadChannel Video 0362,"Feb 07, 2026",5.0,3419,74.917,1,1.16,97632,4.22
26b8a826eb1,BadChannel Video 0363,"Feb 08, 2026",1.0,368,0.6622,0,0.47,14623,2.92
6d5144c7d90,BadChannel Video 0364,"Mar 09, 2026",6.7,5347,135.6822,4,2.47,347965,1.8
3bf268661c2,BadChannel Video 0365,"Mar 06, 2026",5.6,81,2.5698,0,0.04,4161,1.97
0aa084e849d,BadChannel Video 0366,"Apr 21, 2026",6.3,3515,70.5343,0,3.86,137478,2.87
e584c6b49f9,BadChannel Video 0367,"Apr 26, 2026",8.2,2473,66.7179,2,6.99,63743,3.91
35fad89d322,BadChannel Video 0368,"Apr 19, 2026",7.9,8352,395.5528,6,13.16,198686,4.18
da6ceb34b54,BadChannel Video 0369,"Jun 06, 2026",8.5,779,27.6878,0,0.48,14613,4.68
4ce27b292c6,BadChannel Video 0370,"Jun 03, 2026",7.3,7514,322.8896,4,0.0,842965,1.12
73d2f472ad3,BadChannel Video 0371,"Aug 13, 2026",2.3,197,1.8958,0,0.23,9706,2.17
0fa9553b1e1,BadChannel Video 0372,"Aug 22, 2026",6.0,220,7.9313,0,0.34,6176,4.23
8ba90d001a5,BadChannel Video 0373,"Aug 12, 2026",4.4,1636,25.863,1,0.0,72913,2.58
a86de98abb5,BadChannel Video 0374,"Aug 17, 2026",10.7,1956,44.9245,2,2.03,82665,2.96
069b3e59359,BadChannel Video 0375,"Oct 11, 2026",9.9,462,24.2103,0,0.0,17662,3.02
b79c9f34b74,BadChannel Video 0376,"Oct 24, 2026",4.0,428,6.1398,0,0.0,13821,3.84
619c81749c7,BadChannel Video 0377,"Oct 15, 2026",8.9,6198,404.284,2,8.96,998920,0.81
e67ae25744a,BadChannel Video 0378,"Oct 08, 2026",6.0,2124,75.3147,1,4.99,106356,2.68
499c4ad3f4c,BadChannel Video 0379,"Nov 07, 2026",3.4,6491,100.0978,6,5.6,192566,3.74
a5bca1e89a6,BadChannel Video 0380,"Nov 03, 2026",4.9,5196,104.7359,1,7.41,238022,1.87
315cb05eeaf,BadChannel Video 0381,"Nov 05, 2026",8.2,2716,87.499,2,1.52,144165,1.89
212cc11af85,BadChannel Video 0382,"Nov 10, 2026",6.7,1492,27.0455,2,0.33,59951,2.65
06ba3a289ef,BadChannel Video 0383,"Nov 07, 2026",7.9,235,7.1992,0,0.15,6854,4.13
44dec0d5bd1,BadChannel Video 0384,"Dec 20, 2026",1.6,5475,18.7406,5,11.91,262972,2.5
84e3d915263,BadChannel Video 0385,"Dec 21, 2026",4.9,3057,57.1039,3,0.0,99371,4.02
bc914eaec0a,BadChannel Video 0386,"Dec 12, 2026",9.6,2272,30.6682,2,0.0,68268,3.85
